pdb,label
5eu1,7.81
1b6h,7.82
1nf8,7.82
1njs,7.82
1nvs,7.82
2cf9,7.82
2j34,7.82
2jg0,7.82
2o4n,7.82
2ptz,7.82
2xbx,7.82
2xjg,7.82
3gcp,7.82
3n2p,7.82
3prs,7.82
3vx3,7.82
4k0y,7.82
4pp3,7.82
4qpd,7.82
4ybk,7.82
5i29,7.82
6cks,7.82
6g2m,7.82
4gr8,7.83
3cd7,7.84
3ibl,7.84
3n2u,7.84
4gzp,7.84
6b96,7.84
1a94,7.85
1b8y,7.85
1cny,7.85
1laf,7.85
1lst,7.85
2fle,7.85
2gv7,7.85
3c84,7.85
3dd8,7.85
3sut,7.85
3uw5,7.85
4ieh,7.85
4mc1,7.85
4pcs,7.85
4r76,7.85
4rak,7.85
4x5r,7.85
5e89,7.85
5elw,7.85
5f1h,7.85
5hi7,7.85
5uln,7.85
5wuk,7.85
4zl4,7.86
3ccw,7.87
1fzo,7.89
1h2t,7.89
2ylc,7.89
2zn7,7.89
3c56,7.89
3hig,7.89
3rz5,7.89
4b5d,7.89
4g8m,7.89
4igt,7.89
4m8e,7.89
4ruy,7.89
4ytc,7.89
5j6l,7.89
5lyr,7.89
6fnf,7.89
3cd5,7.90
1ajx,7.91
5e28,7.91
1b6j,7.92
2jjb,7.92
2ovv,7.92
3d7z,7.92
3eft,7.92
4a6c,7.92
4bcn,7.92
4cws,7.92
4hbm,7.92
4hge,7.92
4phu,7.92
4rux,7.92
5e1s,7.92
5f63,7.92
5i1q,7.92
5jy3,7.92
3daz,7.93
2ewa,7.94
6en5,7.94
6hai,7.94
3t85,7.95
4b7j,7.95
4knj,7.95
5n1r,7.95
5nap,7.95
1epo,7.96
1g2k,7.96
1hvh,7.96
1o3f,7.96
1qxl,7.96
2e1w,7.96
2p3a,7.96
2qe4,7.96
2x8z,7.96
3a5y,7.96
3bgq,7.96
3ekw,7.96
3iww,7.96
3mhc,7.96
3r4p,7.96
3uuo,7.96
4ap7,7.96
4k3n,7.96
4ngp,7.96
4r59,7.96
4y79,7.96
5n84,7.96
5ta2,7.96
6iiu,7.96
3oyq,7.99
4z07,7.99
5n1s,7.99
5nxp,7.99
1a4k,8.00
1b57,8.00
1dqn,8.00
1fkg,8.00
1gai,8.00
1qin,8.00
1r0p,8.00
1rmz,8.00
1vyg,8.00
1xws,8.00
1ypg,8.00
2hah,8.00
2vnt,8.00
2vwn,8.00
2xbw,8.00
3b92,8.00
3cyx,8.00
3e92,8.00
3fur,8.00
3gkz,8.00
3gvu,8.00
3hs4,8.00
3k97,8.00
3oy0,8.00
3sio,8.00
3t0x,8.00
3zcl,8.00
4a6l,8.00
4ehz,8.00
4ht0,8.00
4knm,8.00
4mo8,8.00
4o2c,8.00
4o9v,8.00
4poh,8.00
4ujb,8.00
4zx0,8.00
5eqy,8.00
6eq8,8.00
1v7a,8.01
2cc7,8.01
3vje,8.01
6gzd,8.01
1b7h,8.02
2cet,8.02
4uye,8.02
4yes,8.02
4elf,8.03
4x5y,8.03
5e2k,8.03
4m2u,8.04
1hih,8.05
1vyf,8.05
2b9a,8.05
2bqv,8.05
2jkh,8.05
2xc4,8.05
2xxt,8.05
2y80,8.05
3ag9,8.05
3ml2,8.05
3u8l,8.05
4b8y,8.05
4hdb,8.05
4q19,8.05
4rfd,8.05
5cxa,8.05
5i9z,8.05
5ld8,8.05
5upe,8.05
5xvg,8.05
6d56,8.05
3dbu,8.06
6evr,8.06
3vbd,8.07
5jfu,8.07
1siv,8.08
3ifl,8.08
2rkg,8.09
2yfx,8.09
3hub,8.09
3tu7,8.09
4elh,8.09
4loy,8.09
5n6s,8.09
6b59,8.09
1erb,8.10
1fzj,8.10
1ghy,8.10
1stc,8.10
1ype,8.10
2cf8,8.10
2e9u,8.10
2pvj,8.10
2vvu,8.10
3f15,8.10
3kr8,8.10
3nx7,8.10
4poj,8.10
4r74,8.10
5i3x,8.10
5m7u,8.10
6gwr,8.10
6ma5,8.10
1ndz,8.11
1nvr,8.11
3fv2,8.11
4cp7,8.11
4v01,8.11
4z1j,8.11
6h38,8.11
1o5r,8.12
2yi0,8.12
6dil,8.12
6dj2,8.12
2yk1,8.13
4pop,8.13
1g35,8.14
1yqj,8.14
3b4f,8.14
3ljz,8.14
3ryx,8.14
4buq,8.14
4isi,8.14
6dj5,8.14
1fkh,8.15
1w5v,8.15
2d1n,8.15
2fxu,8.15
2jf4,8.15
2q1q,8.15
3bu1,8.15
3d8w,8.15
3i4b,8.15
4eo8,8.15
4loo,8.15
4ly9,8.15
5jxq,8.15
5tkj,8.15
5vo1,8.15
4elg,8.16
3rz8,8.17
4q09,8.17
4z0q,8.17
5f62,8.17
2f80,8.18
3l3n,8.18
3hit,8.19
3roc,8.19
4mc2,8.19
5aa9,8.19
5acy,8.19
5fl5,8.19
5m25,8.19
5n1z,8.19
5zkc,8.19
6ayq,8.19
2jds,8.20
4gg7,8.20
5exm,8.20
5zo8,8.20
4x5p,8.21
5fto,8.21
1efy,8.22
1h1s,8.22
1w11,8.22
2vvv,8.22
3d1y,8.22
3l3m,8.22
3le9,8.22
3v5t,8.22
3zbx,8.22
4h3g,8.22
4hym,8.22
4lko,8.22
5amg,8.22
5fck,8.22
5k8s,8.22
6fni,8.22
3e5a,8.23
3f16,8.23
4kfq,8.23
1ydb,8.24
3hll,8.24
4rfc,8.24
4x6m,8.24
4z1e,8.24
6b5q,8.24
6g34,8.24
1c1u,8.25
1g4o,8.25
1nvq,8.25
2pbw,8.25
3ug2,8.25
6cpw,8.25
2e2r,8.26
5j86,8.26
6gzm,8.26
2cbj,8.27
3hek,8.27
4cps,8.27
4djy,8.27
3tt4,8.28
4oc2,8.28
4oc3,8.28
5tkk,8.28
1a28,8.29
4bj8,8.29
6ayo,8.29
1b6l,8.30
1qbq,8.30
1tom,8.30
2cen,8.30
2pvk,8.30
2rd6,8.30
2v7a,8.30
2v95,8.30
3fqe,8.30
3gjw,8.30
3hku,8.30
3hvi,8.30
3jy0,8.30
3zps,8.30
4afg,8.30
4cwr,8.30
4o0b,8.30
5j8z,8.30
5khm,8.30
6ma3,8.30
3dc3,8.31
5nxo,8.31
2gj5,8.32
2yi7,8.32
4gih,8.32
4jwk,8.32
4pee,8.32
5c2a,8.32
1hwr,8.33
4z1k,8.33
1bzy,8.34
2qci,8.34
2xye,8.34
3npc,8.34
5ime,8.34
6g39,8.34
1h23,8.35
2uwd,8.35
3nu5,8.35
4bf6,8.35
4yml,8.35
5edl,8.35
1d4j,8.36
3d83,8.36
3kek,8.36
3r7o,8.36
4e6q,8.36
2nmz,8.37
3t1a,8.37
4bao,8.37
4v24,8.37
1k21,8.38
1mu6,8.38
3qkd,8.38
3zpu,8.38
4a6b,8.38
5d21,8.38
6g3a,8.38
1lzq,8.39
6ayr,8.39
1aaq,8.40
1fd0,8.40
1fq5,8.40
1fzk,8.40
1k22,8.40
1mtr,8.40
1w5x,8.40
1z1h,8.40
1zpa,8.40
2al5,8.40
2baj,8.40
2j95,8.40
2ovy,8.40
2qbp,8.40
2uwl,8.40
2vsl,8.40
2y82,8.40
2zda,8.40
3b68,8.40
3d0e,8.40
3el9,8.40
3qxv,8.40
3str,8.40
3sww,8.40
3zxz,8.40
4aoi,8.40
4bck,8.40
4nh7,8.40
4ual,8.40
5g57,8.40
5org,8.40
6gue,8.40
1e4h,8.41
1g48,8.41
1i9p,8.41
1w96,8.41
1bwb,8.42
4ksy,8.42
4wa9,8.42
5vl2,8.42
2xbv,8.43
2za5,8.43
3nhi,8.43
4y8x,8.43
5dey,8.43
5exl,8.43
5f2u,8.43
2vc9,8.44
2xyf,8.44
4zae,8.44
5kqx,8.44
5n0e,8.44
5voj,8.44
3kdd,8.46
4css,8.46
2oag,8.47
3zln,8.47
1w5y,8.48
2hs1,8.48
2p3b,8.48
2r5p,8.48
2uxz,8.48
2yix,8.48
3b1m,8.48
3n3j,8.48
5kr2,8.48
5n0d,8.48
6fe1,8.48
1ec0,8.49
2g5u,8.49
2ihq,8.49
3s45,8.49
4hdf,8.49
4m2r,8.49
5ufs,8.49
7upj,8.49
2vh0,8.51
3i25,8.51
3u8j,8.51
1fcy,8.52
1i5r,8.52
1nfx,8.52
1rp7,8.52
1xkk,8.52
2boh,8.52
2fvd,8.52
2q64,8.52
2qu6,8.52
2vvc,8.52
2vw5,8.52
2wn9,8.52
3lpi,8.52
3ml5,8.52
3suu,8.52
3ttm,8.52
4nh8,8.52
4o97,8.52
4xoc,8.52
5mpk,8.52
5vi6,8.52
6csp,8.52
3kjd,8.54
4hwo,8.54
5mjn,8.54
5sxm,8.54
1hos,8.55
1ppl,8.55
2byr,8.55
3ejp,8.55
3v51,8.55
5amd,8.55
5i9y,8.55
5nxg,8.55
1bgq,8.57
1q1g,8.57
2x4z,8.57
3ejq,8.57
3ejr,8.57
3v7x,8.57
4kmz,8.57
5caq,8.57
5j6m,8.57
3r5t,8.58
2wky,8.59
3ibi,8.59
5nbw,8.59
6h37,8.59
1bwa,8.60
3b66,8.60
3s43,8.60
3sxf,8.60
3t3u,8.60
4efs,8.60
4gj2,8.60
4qf7,8.60
5sz3,8.60
5upf,8.60
4ban,8.61
6gl8,8.61
2cej,8.62
3ryz,8.62
4bf1,8.62
4hf4,8.62
4jx9,8.62
5egm,8.62
5htz,8.62
3f17,8.63
1g45,8.64
1mue,8.64
1r1j,8.64
1t31,8.64
3hkw,8.64
3s71,8.64
4pft,8.64
4qd6,8.64
4zyf,8.64
5e8f,8.64
5x74,8.64
6std,8.64
2oax,8.65
1i9n,8.66
3d1x,8.66
3nox,8.66
3u8k,8.66
5epn,8.66
5n93,8.66
2qd6,8.68
2q55,8.69
5cj6,8.69
1bcd,8.70
1hfs,8.70
1jgl,8.70
1lnm,8.70
1ohr,8.70
1pxo,8.70
1t7j,8.70
1w13,8.70
1xap,8.70
2b7d,8.70
2f8g,8.70
2fmb,8.70
2h4n,8.70
2jh0,8.70
2ojj,8.70
2pcp,8.70
2uwo,8.70
2vj8,8.70
2wgj,8.70
2wyg,8.70
2y5f,8.70
2y7z,8.70
2y81,8.70
3brn,8.70
3d9z,8.70
3eqr,8.70
3ge7,8.70
3hvj,8.70
3i5z,8.70
3i60,8.70
3s73,8.70
4a7i,8.70
4bah,8.70
4eo6,8.70
4hy1,8.70
4r5a,8.70
4rwj,8.70
4yth,8.70
4zwx,8.70
4zwz,8.70
5e2o,8.70
5hcv,8.70
5ih9,8.70
5nk4,8.70
5sz2,8.70
5ufr,8.70
3ckz,8.72
3p8o,8.72
3ts4,8.72
4crc,8.72
4ish,8.72
4ivb,8.72
4x6o,8.72
5ikb,8.72
5jg1,8.72
6dj7,8.72
1b6k,8.74
1sdv,8.74
2vkm,8.74
2wtv,8.74
3rz1,8.74
4ei4,8.74
4gii,8.74
5vkc,8.74
1bnv,8.77
1d4l,8.77
1qft,8.77
1x38,8.77
1zp8,8.77
2wkz,8.77
3b5r,8.77
3qdd,8.77
4e4l,8.77
4m0f,8.77
5wal,8.77
6cdp,8.79
1fkn,8.80
1g46,8.80
1w5w,8.80
3d1z,8.80
3oaf,8.80
5cau,8.80
5e2p,8.80
5vm0,8.80
1ork,8.81
1g54,8.82
1m0b,8.82
3fvk,8.82
3nu4,8.82
4i5c,8.82
4ks1,8.82
4x6n,8.82
5k0m,8.82
5kby,8.82
1lhu,8.83
3mxd,8.83
1d4i,8.85
2avo,8.85
3b67,8.85
3e93,8.85
4gj3,8.85
5cas,8.85
5mlj,8.85
5uoo,8.85
2xej,8.87
5lwm,8.87
1n3i,8.89
1nfy,8.89
1nt1,8.89
2idw,8.89
2y7x,8.89
3ekp,8.89
3vhc,8.89
3zze,8.89
4cst,8.89
5fnu,8.89
5ipj,8.89
5m23,8.90
4bak,8.91
1ec1,8.92
1kzn,8.92
3k37,8.92
4e6d,8.92
4heg,8.92
5hcy,8.92
5ljt,8.92
5n24,8.92
5sz1,8.92
4bam,8.94
1j37,8.96
1nfw,8.96
2p4j,8.96
3dcc,8.96
3i9g,8.96
3rz7,8.96
3v5p,8.96
4ag8,8.96
4k18,8.96
4und,8.96
4xo8,8.96
5een,8.96
5wqc,8.96
5tbe,8.97
6cdo,8.97
5vp9,8.99
1apv,9.00
1e3g,9.00
1fm9,9.00
1k27,9.00
1mq5,9.00
1mu8,9.00
1y0l,9.00
2j4i,9.00
2p4y,9.00
2wyj,9.00
3dd0,9.00
3jrx,9.00
3u6h,9.00
3u6i,9.00
3ui7,9.00
3uri,9.00
4c2v,9.00
4h3f,9.00
4x5q,9.00
5ef7,9.00
5ljq,9.00
2q54,9.01
4baq,9.01
5e2s,9.01
4jh0,9.03
4xtw,9.03
1ec3,9.04
1g53,9.04
1qkt,9.04
3m37,9.04
3vfb,9.04
1ebw,9.05
1ezq,9.05
1kdk,9.05
3hb4,9.05
3nu9,9.05
4e4n,9.05
4i72,9.05
4uja,9.05
5m7s,9.05
1nw4,9.07
2qd8,9.07
3gba,9.07
4cmo,9.07
4xk9,9.07
1bnw,9.08
2rkf,9.08
3a2o,9.08
3ffg,9.08
3sue,9.08
3x00,9.08
6ckw,9.08
1d3d,9.09
1msn,9.09
2v58,9.09
2w8y,9.09
4zls,9.09
1h22,9.10
2qd7,9.10
3gnw,9.10
3lea,9.10
3lpk,9.10
3mdz,9.10
3o56,9.10
3pwm,9.10
3vf7,9.10
4az6,9.10
4hws,9.10
5eek,9.10
5sz0,9.10
1d9i,9.11
4xu0,9.11
3ttp,9.12
5nkb,9.12
1ta6,9.13
2wb5,9.13
3su3,9.13
5j20,9.14
5l30,9.14
2qmg,9.15
2xjx,9.15
3d91,9.15
3ibu,9.15
4clj,9.15
4p6w,9.15
5aml,9.15
5kr0,9.15
6c7q,9.15
5wl0,9.17
1z71,9.18
2fgu,9.18
2xb7,9.19
3ozg,9.19
3vfa,9.19
5laq,9.20
5upz,9.20
1sqa,9.21
4xty,9.21
1d4k,9.22
1fcz,9.22
1hpo,9.22
1hps,9.22
1hpv,9.22
1uho,9.22
1x39,9.22
1zvx,9.22
2cer,9.22
2o4l,9.22
3rwp,9.22
4jia,9.22
4s1g,9.22
5eei,9.22
5i3w,9.22
6h33,9.22
4xu2,9.23
4dv8,9.24
5llp,9.24
3zlr,9.26
1sdt,9.27
2xab,9.27
3b65,9.27
3nzk,9.27
4xtv,9.27
1xow,9.28
3kdc,9.28
3p8n,9.28
3rux,9.28
3vhd,9.28
4asd,9.28
2ayr,9.29
5kqy,9.29
2yxj,9.30
3fv1,9.30
3nu6,9.30
4crf,9.30
4er2,9.30
4qge,9.30
5anv,9.30
6h2z,9.30
6h34,9.30
1bn4,9.31
3rdq,9.31
2aqu,9.32
3wha,9.32
5jfp,9.32
1bn1,9.34
3vf5,9.34
2e27,9.35
6h36,9.35
2p95,9.37
3nuj,9.39
1ebz,9.40
1fkf,9.40
1ksn,9.40
1met,9.40
1pme,9.40
2o4r,9.40
2w26,9.40
4a4q,9.40
4erf,9.40
4qac,9.40
5anu,9.40
5i3y,9.40
5llo,9.40
6got,9.40
3ekv,9.41
3ekx,9.41
5jop,9.41
1hsh,9.42
3bgs,9.42
1g1d,9.44
4mc9,9.44
2yki,9.46
4b7p,9.46
1qbs,9.47
4wko,9.47
1xjd,9.48
6e7j,9.48
1bnq,9.49
4xu1,9.49
5kr1,9.49
4xu3,9.50
1hvr,9.51
1s19,9.51
2p4s,9.51
1m4h,9.52
2ax9,9.52
2bys,9.52
2g94,9.52
2gvj,9.52
2hoc,9.52
3fv3,9.52
3g0w,9.52
3g5k,9.52
4ivd,9.52
4ty7,9.52
5llc,9.52
1g52,9.54
2pog,9.54
3ppm,9.54
1dmp,9.55
1ws1,9.55
4gr0,9.55
4wkp,9.55
1i37,9.57
1o86,9.57
2z4o,9.57
4ax9,9.57
4mc6,9.59
5cjf,9.59
4gqp,9.60
1if8,9.64
2zx8,9.64
3el1,9.64
3s54,9.64
4b7r,9.64
5dh5,9.64
3pe1,9.65
3dp9,9.68
4zip,9.68
1bnu,9.70
1df8,9.70
1eby,9.70
1fkb,9.70
1mrw,9.70
2vh6,9.70
3sm2,9.70
4cd0,9.70
4fk6,9.70
5dxt,9.70
5sz4,9.70
5sz7,9.70
4crl,9.71
1z6e,9.72
3fuc,9.72
4wkn,9.72
1nh0,9.74
3dk1,9.74
3p3g,9.74
5izf,9.74
3pe2,9.76
4yhm,9.76
3ggu,9.77
456c,9.77
6fs0,9.77
4x24,9.78
1bnt,9.80
3lxk,9.80
3nuo,9.80
1pvn,9.82
3m36,9.82
3nu3,9.82
4eb8,9.82
4xtz,9.82
4zo5,9.82
2xef,9.84
6dh8,9.84
2std,9.85
3kdb,9.85
3rdo,9.85
6dh7,9.88
1bn3,9.89
1e66,9.89
2drc,9.89
1hxb,9.92
1zsf,9.92
2vnp,9.92
3ies,9.92
3rlb,9.92
6dh6,9.93
1hvl,9.95
1bv9,9.96
1fjs,9.96
2xmy,9.96
4m8y,9.96
1bnn,10.00
1bxo,10.00
1d4h,10.00
1ec2,10.00
1flr,10.00
1igj,10.00
1rjk,10.00
3h5b,10.00
4ivc,10.00
4lhv,10.00
4twp,10.00
3mxe,10.01
1n4k,10.05
1nm6,10.05
4rfm,10.05
3lzu,10.06
1sdu,10.07
1sr7,10.10
2o4j,10.10
2p16,10.10
1y6r,10.11
6chp,10.12
5v82,10.15
4f3k,10.16
3ps1,10.17
3u8n,10.17
5llh,10.17
4ggz,10.18
5etj,10.18
1ie9,10.19
2qi3,10.20
4m8x,10.20
2qi7,10.21
5dyo,10.21
5lle,10.22
3t3c,10.23
1qbu,10.24
5b25,10.24
1rr6,10.25
1bv7,10.30
1c70,10.30
1hvs,10.30
2p15,10.30
5nea,10.30
4djq,10.32
5h8g,10.32
4std,10.33
3i6o,10.35
4ngm,10.35
4q1y,10.35
4lvt,10.36
1c4u,10.37
4ynb,10.37
1kzk,10.39
5d3c,10.40
4wt2,10.42
2qi4,10.44
4ffs,10.44
2o4k,10.46
6eqx,10.47
1msm,10.48
5ehq,10.48
2zx7,10.49
5std,10.49
6dj1,10.51
1b8n,10.52
1if7,10.52
1n46,10.52
2f81,10.52
4yo8,10.52
1g2o,10.55
4djp,10.55
6b4n,10.55
1qbr,10.57
2qi6,10.57
4xtx,10.57
6dh1,10.58
3djk,10.59
3ekt,10.59
2zx6,10.60
5uov,10.60
1qbt,10.62
2xei,10.62
4lch,10.62
1b8o,10.64
6eqw,10.65
1dif,10.66
3cs7,10.68
2pk5,10.70
2xeg,10.70
3myg,10.70
3o9a,10.70
4agc,10.70
5nee,10.70
5alb,10.71
3o9d,10.72
6dif,10.72
7std,10.72
4yho,10.74
4gid,10.77
4omc,10.78
3gi4,10.80
4hla,10.80
5c1m,10.80
1hxw,10.82
3o99,10.82
5wlo,10.82
6h5x,10.82
2qi5,10.85
3i7e,10.85
5ult,10.85
2pk6,10.89
6dh2,10.89
4i8w,10.90
1hvi,10.92
3utu,10.92
6cdl,10.92
1hvk,10.96
3lzs,10.96
4ase,11.00
4kb9,11.00
5bs4,11.00
1q84,11.05
4i8z,11.05
5dgw,11.05
1x1z,11.06
3k8o,11.07
5c2h,11.09
1d4y,11.10
3std,11.11
5llg,11.13
1mq6,11.15
4q1x,11.15
2i4v,11.20
5h8e,11.20
3gi5,11.22
3gi6,11.22
5dwr,11.22
3ok9,11.23
4u8w,11.24
1hpx,11.26
4ryd,11.26
3k8q,11.28
1pro,11.30
2q5k,11.30
2xpk,11.30
3o9e,11.30
3st5,11.30
4f2w,11.30
4gbd,11.32
2x00,11.33
2j62,11.34
2hb3,11.35
5dgu,11.35
1hvj,11.40
2i0a,11.40
1lyb,11.42
5drr,11.46
4djo,11.52
4djr,11.52
5izj,11.52
3qaa,11.54
2i4u,11.57
4ll3,11.57
4wkb,11.57
2i4w,11.59
2i4d,11.68
4jn2,11.68
1y6q,11.70
4q1w,11.70
6cdj,11.70
2i4x,11.72
4dfg,11.74
1duv,11.80
3o9i,11.82
4f3c,11.82
5bry,11.82
1sl3,11.85
1ctu,11.92
6e9a,11.92
